,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
777,deoR,0.7011271382540363,minicoli KOs,0.04592676963520548,Efflux Pump,0.045575645262297404,PAL 10 Del
778,ybjG,0.46202253889035905,minicoli KOs,0.2160591900107668,Cellulose,0.17234760356209844,Magnesium
779,mdfA,0.16444573363096504,Cellulose,0.12425119668848017,minicoli KOs,0.09955126614604815,Cold Shock
780,ybjH,0.15215477178767356,UC-8,0.09745044946018055,RpoH,0.09701094493561768,Propionate
781,ybjI,0.0986761904846456,UC-8,0.07019021906773071,UC-2,0.06336754337474315,RpoH
782,ybjJ,0.13988878916809888,UC-8,0.09075799024262787,RpoH,0.07534707131445995,Maltose
783,rcdA,0.15611035618478042,UC-3,0.14866335257062768,Crp-1,0.14860546657993812,Cold Shock
784,ybjL,0.28760180850960537,Cellulose,0.0514566230076392,Membrane,0.04534974235642919,FliA
785,ybjM,0.3840338797687576,ArcA,0.193782709309391,Fnr-2,0.09934574406610375,Cellulose
786,grxA,0.7111820982992447,OxyR,0.09704926888325704,Acetate,0.08179043580329781,Thiamine-1
787,ybjC,0.4144268347521646,minicoli KOs,0.05916134572082732,pts ALE,0.05908786343441663,OxyR
788,nfsA,0.5927606889383523,minicoli KOs,0.046910071371145,efeU Activation,0.0271829268369409,Acetate
789,rimK,0.6383793667495496,minicoli KOs,0.04701076447110064,efeU Activation,0.030418454306752718,Ribose
790,ybjN,0.6802674757180065,minicoli KOs,0.07962217121320592,ROS TALE Del-2,0.06862962640251069,Thiamine-2
791,potF,0.23644728205072996,Glutamine,0.16155157752730898,UC-7,0.10237780266464203,Arginine
792,potG,0.27497418964101084,Glutamine,0.13843133007386843,UC-7,0.1314098293556577,Arginine
793,potH,0.25495181148471036,Glutamine,0.14338354745960935,UC-7,0.12091101189702891,Glycolate
794,potI,0.1676531618432917,Glutamine,0.14701779871711795,UC-7,0.07725362360499599,Arginine
795,ybjO,0.27856664790512287,minicoli KOs,0.08760984986434506,Acetate,0.06750642734153367,UC-7
796,rlmC,0.5774438496898261,minicoli KOs,0.06120222417945642,Thiamine-2,0.03771226125281435,Fnr-2
797,artJ,0.6851224989579264,Arginine,0.3017847309813204,minicoli KOs,0.05109978301838447,DNA Damage
798,artM,0.5805065518531689,minicoli KOs,0.14304424699568186,Arginine,0.12485850034281365,UC-7
799,artQ,0.5261975170169675,minicoli KOs,0.17574919929703192,UC-7,0.1565282527577624,Arginine
800,artI,0.6010159267502446,minicoli KOs,0.2637693567396928,UC-7,0.1320242041108035,Glutamine
801,artP,0.6004205923097636,minicoli KOs,0.1415698597741345,Arginine,0.09031223017351253,ROS TALE Del-2
802,ybjP,0.3590886998196102,UC-7,0.30914137467051306,RpoS,0.2463285570479712,minicoli KOs
803,ybjQ,0.5170119294090525,minicoli KOs,0.35793246971761405,UC-7,0.11510947395748472,ppGpp
804,amiD,0.4443718770900068,minicoli KOs,0.3037557166364464,UC-7,0.09802418109457645,Glutarate
805,ybjS,0.5280480508972065,minicoli KOs,0.07445713437034318,IS5,0.050940591920055844,Nucleoside
806,ybjT,0.39170527502134456,minicoli KOs,0.18014190535631724,UC-7,0.08644887220261865,Thiamine-2
807,ltaE,0.45604583107526997,minicoli KOs,0.313201742615295,UC-7,0.07614247102980809,ROS TALE Del-2
808,poxB,0.7296408080170773,RpoS,0.19940454014586984,SoxS,0.07743850777976102,Glyoxylate
809,hcr,0.5775322250954045,Fnr-2,0.309775252632581,Fnr-1,0.15367770108983958,NO Stress
810,hcp,0.5432327729362273,Fnr-2,0.3500920717349054,NO Stress,0.2007827290325005,Fnr-3
811,lysO,0.3852619134531602,ppGpp,0.14947254914409636,UC-8,0.10202681256693491,Purine
812,aqpZ,0.24667796886742077,Cellulose,0.23607068603259407,UC-8,0.10739426015296727,Translation
813,ybjD,0.2526360123516178,Cellulose,0.18052122921072666,Cold Shock,0.08487329923321052,Translation
814,ybjX,0.279615051303425,Magnesium,0.1489569410734506,ROS TALE Amp,0.1311613180406267,Cold Shock
815,macA,0.15436956702080196,ppGpp,0.08724627805789753,Suf System,0.06858166922233044,yjjZ
816,macB,0.11034260772965587,Translation,0.0980051724653278,UC-1,0.06309286426972371,ppGpp
817,cspD,0.20889110766874652,UC-3,0.10690662912412607,Tryptophanase,0.08510048101594836,UC-8
818,clpS,0.17810769885596744,OxyR,0.1422020106458739,UC-1,0.07688032343977025,ppGpp
819,clpA,0.15149195231537427,ppGpp,0.11983951753191124,Fnr-1,0.11538880064673906,UC-7
820,infA,0.4096523337884579,ppGpp,0.10458349171021708,Crp-1,0.10407438013024539,Glutarate
821,aat,0.1892555703758121,Cold Shock,0.09722014653646716,Cytochrome c,0.07042032430391587,Glutarate
822,cydC,0.15232115850255679,UC-8,0.09904818011504835,ArcA,0.07112302047057961,UC-1
823,cydD,0.09769133515288264,UC-8,0.061865683598693266,UC-7,0.05756174572209338,ArcA
824,trxB,0.16871914774369845,UC-8,0.15726949120348988,nquinone ALE 3,0.09392328308223052,Cold Shock
825,lrp,0.23413066604731447,Lysine/T2SS,0.11686981244795913,Arginine,0.07070396538230861,Thiamine-2
826,ftsK,0.12632625289367538,DNA Damage,0.11531466236628074,Thr/Ser-1,0.09661665525576346,minicoli KOs
827,lolA,0.1612768421832489,DNA Damage,0.15762495254949294,pts ALE,0.13107265231453413,UC-4
828,rarA,0.1625959138664801,pts ALE,0.15425027974151417,DNA Damage,0.0972749202427764,Nucleotide Stress
829,serS,0.12305384222987359,UC-8,0.08432784073966293,Fnr-2,0.07634245025168906,UC-3
830,dmsA,0.6416243653358704,Fnr-1,0.5273569163683196,Fnr-3,0.25772271893062015,Fnr-2
831,dmsB,0.8358736912720187,Fnr-1,0.16968057369348843,Fnr-3,0.14440954687420005,N Reduction
832,dmsC,0.7981505262318821,Fnr-1,0.21640045936436259,N Reduction,0.06705735615467778,Biotin
833,ycaC,0.8318468346297315,RpoS,0.08200245064434186,GadXW,0.0589780615779375,Nucleotide Stress
834,ycaD,0.288440144533632,Osmoprotectant,0.14984290990719162,UC-3,0.11935419020219129,crp KO-1
835,ycaM,0.13804767224858927,Crp-1,0.10986519392438243,Lrp,0.1037018693877042,Cellulose
836,ycaN,0.5484993940659979,Cellulose,0.0777215693535771,Cold Shock,0.04727140694361154,trxC Del
837,ycaK,0.24897196454739834,Cellulose,0.24128112337874952,UC-1,0.059754623688454966,Efflux Pump
838,pflA,0.4876866651613406,Fnr-1,0.32547490536018453,Fnr-3,0.08908484043983445,ppGpp
839,pflB,0.5715181241454038,Fnr-1,0.3886246182566011,Fnr-3,0.2720970568745905,ppGpp
840,focA,0.7272125777370848,Fnr-3,0.1990675734193641,ArcA,0.07168332163373914,Fnr-1
841,ycaO,0.5698823333955139,ppGpp,0.3450919628231506,Translation,0.172650544621628,Nucleotide Stress
842,ycaP,0.6057009386890899,RpoS,0.31677292416987224,UC-8,0.07618287431250825,ppGpp
843,serC,0.3349835528473516,Lrp,0.19938117929332977,Purine,0.1579920431631101,UC-8
844,aroA,0.36610429586740834,Lrp,0.22817784805706576,Purine,0.1059420356154731,UC-8
845,ycaL,0.1660782689810778,Nucleotide Stress,0.12355817322843343,Purine,0.08862434608326386,Lrp
846,cmk,0.3796330985072718,ppGpp,0.08954655532241873,Fnr-3,0.06437068624404896,Crp-1
847,rpsA,0.5295851816425977,Translation,0.3373057505595254,ppGpp,0.11584788891290121,Fnr-2
848,ihfB,0.2664995485755344,Glutarate,0.1351608630138439,UC-7,0.12846976562642387,Cold Shock
849,ycaI,0.15443339785456867,minicoli KOs,0.130786151561182,UC-2,0.11467071722938638,Cold Shock
850,msbA,0.46623128009623793,ppGpp,0.10106498626685323,UC-8,0.08687975203599496,Thr/Ser-1
851,lpxK,0.2650970194591874,ppGpp,0.17512572253281955,Nucleotide Stress,0.09687329225621322,Thr/Ser-2
852,ycaQ,0.13785720159036885,Cold Shock,0.13037289527614604,UC-5,0.11717192751478256,ROS TALE Amp
853,ycaR,0.2361143957163674,Resistance,0.06187581097560546,ytiC,0.02930967651055605,Leu/Val/Ile
854,kdsB,0.11253713047498093,nquinone ALE 3,0.10559075234953252,Cellulose,0.10163449439776162,Crp-1
855,ycbJ,0.5373645887560048,Fnr-2,0.19234991088921327,Fnr-3,0.11195990190535754,Microaerobic
856,elyC,0.1381039479094749,pts ALE,0.10060244843545862,UC-6,0.08283255887365626,Purine
857,cmoM,0.14878538410763587,gcvB,0.1314086022870543,Cold Shock,0.07797169027199602,Efflux Pump
858,mukF,0.1938069962349408,UC-2,0.06698637884498382,UC-7,0.058713806524583356,Resistance
859,mukE,0.13360832865608152,pts ALE,0.12979369175964273,gcvB,0.059430936641715726,Methionine
860,mukB,0.13225165436491892,pts ALE,0.1268420214546283,gcvB,0.06483382662709147,Cytochrome c
861,ldtD,0.24009269753169848,UC-8,0.2327167721603559,ppGpp,0.2136846905662929,RpoS
862,mepK,0.10761804489635707,Biotin,0.09125454391328736,Suf System,0.07089644100774439,BW25113
863,gloC,0.1547349404423659,minicoli KOs,0.07800427573564661,RpoE,0.07734961402238916,Biotin
864,aspC,0.22244395273749917,Lrp,0.08428695632131544,gcvB,0.07719518404246484,Cold Shock
865,ompF,0.21013011191849384,Lrp,0.13961645704218428,UC-8,0.0950479965001475,RpoE
866,asnS,0.40138671408787585,ppGpp,0.1739613792466449,UC-8,0.1501956692061398,Fnr-1
867,pncB,0.1562974467533178,ppGpp,0.1092296684632812,crp KO-1,0.09798753971083263,Leucine
868,pepN,0.5346329057812629,UC-2,0.13728615530367472,ppGpp,0.08218313036734293,SoxS
869,ssuB,0.21304489437204233,Sulfate,0.1376925728467011,UC-1,0.11296796908045215,RpoS
870,ssuC,0.3767623737569775,Sulfate,0.060677359642732465,Phosphate-2,0.04938744890198421,Leucine
871,ssuD,0.5852155236067845,Sulfate,0.04741954029698281,Lrp,0.04106711963391341,gcvB
872,ssuA,0.6095360501129437,Sulfate,0.06380171700876269,Cold Shock,0.04871741052906886,Leucine
873,ssuE,0.5514664910045065,Sulfate,0.08938876858282696,Cold Shock,0.05228304715120946,SSW SNPs
874,elfA,0.05891678405431067,Cellulose,0.05754996000950818,Ile/Val,0.048230652911475214,GadXW
875,elfD,0.08793614970635666,gcvB,0.05079611092500558,ypaB,0.04064811659390244,minicoli KOs
876,elfC,0.2528480116535552,Cellulose,0.04150009367329144,Leucine,0.037661686199829125,IS Elements-1
877,elfG,0.3489370950092511,Cellulose,0.11445439588938922,Translation,0.07331827665247281,Leucine
878,ycbU,0.09088324681366966,Cellulose,0.08667106820116965,Maltose,0.08106906583355566,Zinc-1
879,ycbV,0.1512770773491029,Cellulose,0.0780761047496431,UC-1,0.055537250043930175,FlhDC-2
880,ycbF,0.09963450584159794,Translation,0.08006248239148439,Cellulose,0.0773028845743603,FlhDC-2
881,pyrD,0.44508869700643205,Pyrimidine,0.40848379646826394,ppGpp,0.2852480759322815,Purine
882,zapC,0.4980222003783882,Cellulose,0.08173763371829401,NtrC-1,0.07891497882802201,Acetate
883,ycbX,0.07695011833454546,Thr/Ser-1,0.06447689300979453,Leucine,0.054462848444150835,Efflux Pump
884,rlmL,0.5137371367753778,ppGpp,0.13363085355013138,Translation,0.05610796159352216,UC-8
885,uup,0.3045761034331399,Translation,0.13317141083525297,UC-7,0.10750420137570915,Biotin
886,pqiA,0.22604040642384515,SoxS,0.10342395527661674,minicoli KOs,0.08134435819539987,Biofilm
887,pqiB,0.2516949615164513,SoxS,0.09177643504180999,Crp-2,0.08526006549090037,Fnr-1
888,pqiC,0.1839103071775392,SoxS,0.13334923271710342,Crp-2,0.08196817141199308,Tryptophanase
889,rmf,0.24349915500196895,Resistance,0.14319493135486716,Translation,0.07732251275404967,UC-6
890,fabA,0.29500320442745687,ppGpp,0.10960493844660335,Fnr-2,0.09670766071722814,Purine
891,ycbZ,0.1326962027774159,Nucleotide Stress,0.0818528527985275,Thr/Ser-1,0.07602989739421884,Suf System
892,matP,0.15232400313312122,ppGpp,0.06888558198312,trxC Del,0.06630911888980351,Cold Shock
893,ompA,0.10913949641052778,crp KO-1,0.09471594065988764,Glutarate,0.0941258303173016,RpoE
894,sulA,0.6570672498793623,DNA Damage,0.06257449942138493,IS Elements-1,0.060205256194212464,Cold Shock
895,sxy,0.249724239162191,ppGpp,0.14124457802441193,UC-1,0.11687587149287726,UC-8
896,yccS,0.4874583978923749,ppGpp,0.1471429060882362,Fnr-1,0.09408352110498286,UC-1
897,yccF,0.41686560066379985,ppGpp,0.08030723686533614,Fnr-1,0.07627900173002711,Crp-1
898,helD,0.24361002617704075,Cold Shock,0.13184426864003074,ppGpp,0.11890957618223152,Translation
899,mgsA,0.17596611934300233,Crp-1,0.10973702071397706,Translation,0.10855167214210559,Cold Shock
900,csgI,0.42610574033277726,RpoS,0.29651585268203884,UC-8,0.13414724227774677,Glutarate
901,yccU,0.22435590610719425,UC-8,0.11688873875112338,RpoS,0.08280749858208514,Glutarate
902,hspQ,0.24126312816466045,RpoH,0.17117148886872557,UC-8,0.11290827247804602,Cold Shock
903,rlmI,0.41265214719212906,ppGpp,0.09210239537187837,Fnr-1,0.07403807979193544,Methionine
904,yccX,0.19761011989730903,UC-8,0.15066398818415094,Translation,0.14103731940323316,UC-1
905,tusE,0.09257574139582514,nquinone ALE 3,0.07319791408477305,Nucleotide Stress,0.07180795452815147,Fatty Acid
906,yccA,0.3058395401290014,CpxR,0.05562259168318506,Glutarate,0.04379118789901326,Acetate
907,hyaA,0.6556779744294725,Microaerobic,0.19330359780384287,UC-2,0.12273458251918024,Cytochrome c
908,hyaB,0.6988624223380533,Microaerobic,0.13669177714216785,Cytochrome c,0.11529987585791979,rcsB KO
909,hyaC,0.6698539788503595,Microaerobic,0.08547572239514867,Cytochrome c,0.07784083626505311,Glutarate
910,hyaD,0.530906574998786,Microaerobic,0.12245622430948355,GadX,0.09900170017764631,Cold Shock
911,hyaE,0.4970574640464739,Microaerobic,0.06868669587261911,Glutarate,0.061896244484185625,LPS
912,hyaF,0.5837163637338303,Microaerobic,0.06841946180934844,rcsB KO,0.06260205050328904,GadXW
913,appC,0.2054749121948608,GadXW,0.19647059998264793,GadX,0.14982624987821747,Microaerobic
914,appB,0.34745358422564043,cydB/appC KO,0.13650766734237862,GadXW,0.10341074571017561,GadX
915,appA,0.2400662566835321,cydB/appC KO,0.13836228453711452,Cold Shock,0.1292655364192733,Glutarate
916,etk,0.05508399145253251,gcvB,0.05172386527190875,UC-1,0.050836952232931276,Nucleoside
917,etp,0.19267614347550022,Cold Shock,0.10032775306046504,UC-2,0.07524593185403261,FlhDC-2
918,gfcE,0.09460356914221146,Membrane,0.09134637284839309,Cytochrome c,0.054487314659356745,Cra
919,gfcD,0.11916758408858208,Membrane,0.07288189047124383,Cold Shock,0.05799751389144159,UC-3
920,gfcC,0.15909964168599733,Membrane,0.07257326864170222,rcsB KO,0.056025544530520666,Fnr-1
921,gfcB,0.13878930274917767,Membrane,0.05133219095110708,Maltose,0.05128027129317558,Cellulose
922,gfcA,0.1559266579338252,Cold Shock,0.1417326892482227,UC-5,0.12240708004285894,pts ALE
923,insB4,0.46947909807759125,SSW SNPs,0.2626237157660859,IS Elements-2,0.03385436443072809,FDH-O
924,cspH,0.639626109952119,Cold Shock,0.058324523822314345,FlhDC-1,0.05060940185918317,UC-6
925,cspG,0.9004012078464512,Cold Shock,0.08285230377356045,Methionine,0.02497838453375234,thrA KO
926,ymcE,0.08295132740007105,Cold Shock,0.07903922893249493,ytiC,0.07357015664528543,UC-2
927,yccM,0.3662184227160479,Fnr-2,0.21518012447137302,Fnr-3,0.1772352353901775,Fnr-1
928,torS,0.2867292940137708,minicoli KOs,0.11578861907065019,Isc System,0.09664868159733331,Suf System
929,torT,0.21477927595849555,UC-7,0.1626061208185019,Crp-1,0.12580443463288493,Fnr-1
930,torR,0.4482374560906479,minicoli KOs,0.21929530068120462,Cold Shock,0.05107839532732206,Translation
931,torC,0.08414821406133344,ppGpp,0.08196083146828004,Crp-1,0.06858448002781259,cyoB/kdpE/qseB KO
932,torA,0.1532129163766548,UC-7,0.07821564684463023,ppGpp,0.07739143414103555,gcvB
933,torD,0.1315210649668639,minicoli KOs,0.05778307684362538,gcvB,0.05616561717088575,ppGpp
934,cbpM,0.4751739004258896,UC-7,0.2383128579205509,minicoli KOs,0.17928073317411675,GadX
935,cbpA,0.5165652901086921,UC-7,0.33625493173154886,minicoli KOs,0.18945369170151705,GadX
936,yccE,0.3658172373829135,gcvB,0.1833911852529866,LPS,0.061656867715020214,UC-5
937,agp,0.3402463202593332,Crp-1,0.2153144114521549,Crp-2,0.21423998618875773,UC-7
938,yccJ,0.4988303243307738,RpoS,0.44363842704597956,UC-7,0.05112369461092936,Fnr-2
939,wrbA,0.6259629758531506,RpoS,0.38421239488998915,UC-7,0.05370242798250191,pts ALE
940,rutG,0.7798310206481256,NtrC-3,0.07565960071788991,ppGpp,0.07320744945200564,UC-7
941,rutF,0.837119787491564,NtrC-3,0.03308964494163669,Glutarate,0.03239934926120214,Cold Shock
942,rutE,0.880401285778485,NtrC-3,0.05504600576543217,NtrC-1,0.028524913955285003,UC-3
943,rutD,0.909590752158201,NtrC-3,0.031028079980773726,NtrC-1,0.017097061164699223,gcvB
944,rutC,0.8765031366132763,NtrC-3,0.022999801688528665,Cytochrome c,0.017722442557082885,Cold Shock
945,rutB,0.9150247836245058,NtrC-3,0.045285462836536006,NtrC-1,0.018910289367374045,NtrC-2
946,rutA,0.9121220370044497,NtrC-3,0.05987388477044009,NtrC-1,0.05548465387650803,NtrC-2
947,rutR,0.6560825163621371,minicoli KOs,0.1269631775067258,UC-7,0.07302569668976255,Translation
948,putA,0.27648919735958233,minicoli KOs,0.1538482684495983,PaaX,0.12472755966514992,Glutamine
949,putP,0.3218879152123987,minicoli KOs,0.22690134663617367,Glutamine,0.11695835429478418,efeU Activation
950,efeO,0.7507354093607221,efeU Activation,0.20844029863872615,Fur-2,0.11170566316783126,Fnr-1
951,efeB,0.7548168655484263,efeU Activation,0.15860483280958793,Fur-2,0.1060504353227002,Fnr-1
952,phoH,0.41391670847654194,ArcA,0.35960379979470236,efeU Activation,0.19250345062818586,UC-7
953,pgaD,0.1411151866697793,Cellulose,0.08193315660329814,UC-7,0.07042982548001053,efeU Activation
954,pgaC,0.15106272724488756,Membrane,0.13659968202959938,Cellulose,0.05748237576299442,Fimbriae
955,pgaB,0.21171732031905433,Cellulose,0.12375900778419702,Membrane,0.06127149581592961,UC-7
956,pgaA,0.22832457213807722,Cellulose,0.1554692189290967,Membrane,0.0760837672730934,Translation
957,dgcT,0.25356436490113177,Membrane,0.12959136197381993,gcvB,0.11511593614156113,LPS
958,insF4,0.5458637354892536,IS Elements-1,0.2798559970447394,ROS TALE Amp,0.14657704942333283,IS Elements-2
959,insE4,0.6355702179426221,IS Elements-1,0.228596715115018,ROS TALE Amp,0.2219962437094981,IS Elements-2
960,ycdU,0.2132687556577153,gcvB,0.11985110200975957,Cellulose,0.09859604377177678,LPS
961,ghrA,0.5538089773739943,minicoli KOs,0.08287913693705096,Glutamine,0.06917415692930651,ppGpp
962,ycdX,0.8164298543209904,minicoli KOs,0.07610624636266095,Glutamine,0.04415923205160888,ppGpp
963,ycdY,0.7713231573479339,minicoli KOs,0.06753025976909566,Glutamine,0.03445123595880473,UC-2
964,ycdZ,0.6205754044489522,minicoli KOs,0.12766022037118396,Dipeptide,0.06919955200303829,IS5
965,csgG,0.8770916921367311,Curli-1,0.05673702421652649,Glycolate,0.051533195717708535,Dipeptide
966,csgF,0.872659067379286,Curli-1,0.06651531659610566,Putrescine,0.06062697527217742,RpoS
967,csgE,0.9152404207809623,Curli-1,0.06470248143795765,NRZ,0.054368420085094904,GadXW
968,csgD,0.8383335335186887,Curli-1,0.08055015506530838,NRZ,0.06460802449210346,UC-7
969,csgB,0.7237477673687127,Curli-2,0.33843621262948664,Curli-1,0.06280831591905578,BW25113
970,csgA,0.5775182435866344,Curli-2,0.43409696922688645,Curli-1,0.062017663715785654,Glutamine
971,csgC,0.24389258473105935,FlhDC-1,0.2069157528195713,Curli-2,0.11499549971412404,FlhDC-2
972,ymdA,0.28587105408454283,FlhDC-1,0.1489708072918673,Cellulose,0.14402705780140235,FlhDC-2
973,ymdB,0.44173972501171377,UC-7,0.20493680457001828,Cellulose,0.14569138819814131,minicoli KOs
974,clsC,0.39872975182568593,UC-7,0.2635688903143657,minicoli KOs,0.07941921155073883,Nucleotide Stress
975,opgC,0.28340796213465946,minicoli KOs,0.27888220050318235,ppGpp,0.07101744760640383,Glyoxylate
976,opgG,0.7878954714190611,minicoli KOs,0.13304000045056152,Glutamine,0.0746554721134075,Cellulose
977,opgH,0.8066535703024138,minicoli KOs,0.06096681755169053,Glutamine,0.0579455788025085,Cellulose
978,yceK,0.20274533432097996,minicoli KOs,0.16820887560035536,Acetate,0.13901775508700498,Glycolate
979,msyB,0.6520134049797741,RpoS,0.2261638427868956,minicoli KOs,0.11881273988046581,UC-1
980,mdtG,0.2047079257048715,SoxS,0.13889923678586125,minicoli KOs,0.078974990361671,UC-7
981,lpxL,0.06195375812520598,Cold Shock,0.05679431930416967,LPS,0.0554678350614255,UC-2
982,trhO,0.33731145171779786,ppGpp,0.2557337553200878,Fnr-1,0.2323444669459035,ArcA
983,yceI,0.22138358385789914,Cellulose,0.0959703158321793,Biotin,0.09377624924782946,Leucine
984,yceJ,0.21598492442202288,Cellulose,0.12649397594997458,ArcA,0.08292150916300012,Glutarate
985,yceO,0.644920634511183,yceO,0.02698924558358362,Biotin,0.021511484559370353,Cysteine-1
986,solA,0.12238817885625464,Cellulose,0.1220945168472427,Lrp,0.08677826263710475,Cold Shock
987,bssS,0.2144404423514703,UC-8,0.10905853633690488,Thiamine-1,0.09676670367318829,Cellulose
988,dinI,0.18524986872546634,Purine,0.11845487219163509,Pyrimidine,0.10634800928169663,UC-1
989,pyrC,0.3988024966685273,Purine,0.34875499972539103,Pyrimidine,0.0797966282796092,UC-8
990,yceB,0.15579519908816175,UC-4,0.07435972487993203,Suf System,0.05976679880642877,Leu/Val/Ile
991,grxB,0.18003089892244595,Translation,0.15847420381392985,Cold Shock,0.12314363824612562,Osmoprotectant
992,mdtH,0.09555300931518207,Magnesium,0.08326788991943712,Osmoprotectant,0.07484540622434,ppGpp
993,rimJ,0.22441268737432363,Cellulose,0.19499711542389242,ppGpp,0.06929506587048972,ROS TALE Amp
994,yceH,0.19564020710823393,ppGpp,0.16649430125818565,Cellulose,0.08905594309302423,ROS TALE Amp
995,yceM,0.14846118032152478,ppGpp,0.09622676696185828,Cellulose,0.0860843620282371,Efflux Pump
996,murJ,0.5238169783843756,ppGpp,0.12748265392932157,Fnr-3,0.11448140976548993,UC-7
997,flgN,0.5814757833837692,FliA,0.5191603931246879,FlhDC-2,0.195974069675956,FlhDC-1
998,flgM,0.5572872952235274,FliA,0.4925392641664639,FlhDC-2,0.23164254338366963,FlhDC-1
999,flgA,0.9008299757320861,FlhDC-2,0.24715805709765115,FlhDC-1,0.019842217399256956,Ribose
1000,flgB,0.8626192017105749,FlhDC-2,0.017649790248479458,Ribose,0.011372106257807713,GadXW
1001,flgC,0.9169252391233995,FlhDC-2,0.023134505079410395,IS5,0.00915908830067691,minicoli KOs
1002,flgD,0.9457502615285084,FlhDC-2,0.008731572728827741,LPS,0.008114844711489266,Glutarate
1003,flgE,0.9567870960167302,FlhDC-2,0.010461150714723866,minicoli KOs,0.009030176229726905,Biotin
1004,flgF,0.9668738151701711,FlhDC-2,0.016690116030956714,NtrC-1,0.01643530971002516,Thiamine-2
1005,flgG,0.9691916762533648,FlhDC-2,0.031873008902333355,FliA,0.012761999390030643,minicoli KOs
1006,flgH,0.9548210091922549,FlhDC-2,0.21572549412980346,FlhDC-1,0.019556547638229338,RpoS
1007,flgI,0.9378674830247463,FlhDC-2,0.24728027325897972,FlhDC-1,0.0641568287787595,FliA
1008,flgJ,0.8914398927036716,FlhDC-2,0.3810455431953934,FlhDC-1,0.019112974933113924,FliA
1009,flgK,0.6830348999560216,FliA,0.6305314420602075,FlhDC-2,0.17424861214233267,FlhDC-1
1010,flgL,0.6953647580204957,FliA,0.4730788299094989,FlhDC-2,0.27345917779065076,FlhDC-1
1011,rne,0.07342870265451817,LPS,0.05508933453595777,YjfJ,0.05473562791548292,gcvB
1012,yceQ,0.5985975327076472,SSW SNPs,0.03024580066620619,ydfW,0.030229313508668754,ldrC
1013,rluC,0.6720121795489884,ppGpp,0.07524729866662516,UC-7,0.07007365456897474,Cytochrome c
1014,yceF,0.15270891985338886,Cold Shock,0.09609304450928124,Cellulose,0.0807669052301132,ROS TALE Amp
1015,yceD,0.43458236199461164,ppGpp,0.3788182739637499,Translation,0.0759178522628654,Crp-1
1016,rpmF,0.3427623901792547,Translation,0.268304249652207,ppGpp,0.16765734354248363,UC-1
1017,plsX,0.5801603484610711,ppGpp,0.11441321219086342,Crp-1,0.09210790661867907,UC-7
1018,fabH,0.2749445733726835,ppGpp,0.15573018984425646,Translation,0.11616341608073188,UC-7
1019,fabD,0.14323660925285775,Cold Shock,0.08148141504807849,Translation,0.056749575325318324,Osmoprotectant
1020,fabG,0.07753389314224657,Acetate,0.0690602747422916,Translation,0.06749925022466341,Resistance
1021,acpP,0.12414346975798907,nquinone ALE 3,0.10774598014868342,UC-2,0.09478790721374475,UC-6
1022,fabF,0.32975270212778995,Translation,0.2762983631748164,UC-5,0.1493614815307035,RpoS
1023,pabC,0.13122606446552576,UC-2,0.06939001372213616,FlhDC-2,0.06729155927644759,UC-5
1024,mltG,0.31726161675244235,Nucleotide Stress,0.08364233311869618,ppGpp,0.061546182274363925,Crp-1
1025,tmk,0.08021048190949398,Cold Shock,0.07909390145239736,Crp-1,0.06900446710107255,ppGpp
1026,holB,0.13629091120111392,ppGpp,0.09895536238719127,gcvB,0.07432432573492687,Cellulose
1027,ycfH,0.3500108944531367,UC-8,0.1054164385943448,Suf System,0.10214088265472498,UC-5
1028,ptsG,0.2353950126520773,DhaR,0.1276855340181665,Glycerol,0.1160271301427589,tpiA KO
1029,fhuE,0.8310305934965667,Fur-1,0.10650553728649825,NrdR,0.0868432521824718,yjjZ
1030,hinT,0.11786642049542961,Glutarate,0.11674081595422747,ppGpp,0.116677841679798,Cold Shock
1031,ycfL,0.11454937155695855,Efflux Pump,0.09960422419807757,ppGpp,0.08051568730234648,UC-6
1032,lpoB,0.10910079517818638,Efflux Pump,0.08079764516879773,ppGpp,0.07462324046223412,Glutarate
1033,thiK,0.10826079306389369,Crp-1,0.05714877881725455,BW25113,0.053830447847598606,Cold Shock
1034,nagZ,0.16900358881548994,UC-1,0.07718696746681808,ppGpp,0.05189913440442506,Cold Shock
1035,ycfP,0.44009952928989227,Fnr-2,0.21699034076613377,Fnr-1,0.14230402677287524,Fnr-3
1036,ndh,0.3753878515416684,cyoB/ndh/nuoB KO-2,0.13720995737574282,cyoB/ndh/nuoB KO-1,0.06541489748478779,Maltose
1037,ycfJ,0.48354721838683745,UC-4,0.08926961082309792,Cellulose,0.08552649600989426,Nucleotide Stress
1038,comR,0.14878128561679538,Cold Shock,0.07233800344055119,Methionine,0.05815344036771819,Membrane
1039,bhsA,0.3763957502045703,crp KO-1,0.29389736732911953,Hot TALE 16,0.20758220204445732,Salicylic Acid
1040,ldtC,0.5617618171222468,CpxR,0.07755521957211842,UC-3,0.0678004157385641,NtrC-1
1041,mfd,0.2359230896620057,RpoH,0.11171524193424665,Cold Shock,0.08501267111136068,UC-8
1042,ycfT,0.16573196491360487,Capsule,0.07386001521456464,SSW SNPs,0.03825547729789647,pts ALE
1043,lolC,0.1869053131877625,ppGpp,0.09055870287262979,PAL 10 Del,0.07174107146657271,pts ALE
