# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC00991	ygfTS	ygfTS	ygfT;ygfS;		[COMP-AINF:W]		W	 
RDBECOLITUC00992	uacT	uacT	uacT;		[COMP-AINF:W]		W	 
RDBECOLITUC00993	idi	idi	idi;		[COMP-AINF:W]		W	 
RDBECOLITUC00994	xerD	dsbC-recJ-prfB	xerD;		[COMP-AINF:W]		W	 
RDBECOLITUC00995	sdhE-ygfX	sdhE-ygfX	sdhE;ygfX;	sdhEp	[COMP-AINF:W]		W	 
RDBECOLITUC00996	yqfA	yqfA	trhA;		[COMP-AINF:W]		W	 
RDBECOLITUC00997	yqfB	yqfB	yqfB;		[COMP-AINF:W]		W	 
RDBECOLITUC00998	ygfF	ygfF	ygfF;		[COMP-AINF:W]		W	 
RDBECOLITUC00999	ygfB-pepP-ubiHI	ygfB-pepP-ubiHI	ygfB;pepP;ubiH;ubiI;	ygfBp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	1339425;34475859 
RDBECOLITUC01000	zapA	zapA	zapA;		[COMP-AINF:W]		W	 
RDBECOLITUC01001	ssrS-ygfA	ssrS-ygfA	fau;ssrS;	ssrSp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15550566;2579060 
RDBECOLITUC01002	yqfE	yqfE	yqfE;		[COMP-AINF:W]		W	 
RDBECOLITUC01003	ygfI	ygfI	srsR;		[COMP-AINF:W]		W	 
RDBECOLITUC01004	argO	argO	argO;	argOp	[COMP-AINF:W]		W	9254708;19906180;18424527;17504942 
RDBECOLITUC01005	mscS	mscS	mscS;	mscSp	[COMP-AINF:W]		W	 
RDBECOLITUC01006	cmtBA-yggPF-fumE-yggC	cmtBA-yggPF-fumE-yggC	cmtB;cmtA;yggP;yggF;fumE;yggC;		[COMP-AINF:W]		W	 
RDBECOLITUC01007	tktA	tktA	tktA;	tktAp	[COMP-AINF:W]		W	30810277 
RDBECOLITUC01008	yggI	yggI	yggI;		[COMP-AINF:W]		W	 
RDBECOLITUC01009	rsmE-gshB	rsmE-gshB	gshB;rsmE;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01010	yqgEF	yqgEF	yqgF;yqgE;		[COMP-AINF:W]		W	 
RDBECOLITUC01011	yggSTU-rdgB-hemW	yggSTU-rdgB-hemW	hemW;rdgB;yggU;yggT;yggS;		[COMP-AINF:W]		W	 
RDBECOLITUC01012	yggM	yggM	yggM;		[COMP-AINF:W]		W	 
RDBECOLITUC01013	trmB-yggL	trmB-yggL	trmB;yggL;		[COMP-AINF:W]		W	 
RDBECOLITUC01014	yqgA	yqgA	yqgA;		[COMP-AINF:W]		W	 
RDBECOLITUC01015	yghED	yghED	yghE;yghD;		[COMP-AINF:W]		W	31535128 
RDBECOLITUC01016	yghG	yghG	yghG;		[COMP-AINF:W]		W	 
RDBECOLITUC01017	pppA	pppA	pppA;		[COMP-AINF:W]		W	 
RDBECOLITUC01018	yghJ	yghJ	yghJ;		[COMP-AINF:W]		W	34903045 
RDBECOLITUC01019	yghQ	yghQ	yghQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01020	yghSR	yghSR	yghS;yghR;		[COMP-AINF:W]		W	 
RDBECOLITUC01021	pitB	pitB	pitB;	pitBp	[EXP-IMP:W][COMP-AINF:W]		W	11443103 
RDBECOLITUC01022	gss	gss	gss;	gssp	[COMP-AINF:W]		W	 
RDBECOLITUC01023	yghW	yghW	yghW;		[COMP-AINF:W]		W	 
RDBECOLITUC01024	yghX	yghX	yghX;		[COMP-AINF:W]		W	 
RDBECOLITUC01025	yghB	yghB	yghB;	yghBp	[COMP-AINF:W]		W	 
RDBECOLITUC01026	yqhD-dkgA	yqhD-dkgA	dkgA;yqhD;	yqhDp	[EXP-IDA:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	20676725 
RDBECOLITUC01027	None	yqhD-dkgA	dkgA;	dkgAp	[COMP-AINF:W]		W	 
RDBECOLITUC01028	yqhG	yqhG	yqhG;	yqhGp	[COMP-AINF:W]		W	 
RDBECOLITUC01029	yqhH	yqhH	yqhH;		[COMP-AINF:W]		W	 
RDBECOLITUC01030	ygiQ	ygiQ	ygiQ;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01031	ftsP	ftsP	ftsP;		[COMP-AINF:W]		W	 
RDBECOLITUC01032	plsC	plsC	plsC;		[COMP-AINF:W]		W	 
RDBECOLITUC01033	parC	parC	parC;		[COMP-AINF:W]		W	 
RDBECOLITUC01034	ygiS	ygiS	ygiS;		[COMP-AINF:W]		W	 
RDBECOLITUC01035	mqsRA	mqsRA	mqsR;mqsA;	mqsRp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	19690171;14727089;18309357;19909729;16352847;19943910;16768798 
RDBECOLITUC01036	ygiV	ygiV	ygiV;		[COMP-AINF:W]		W	 
RDBECOLITUC01037	ygiW	ygiW	ygiW;		[COMP-AINF:W]		W	 
RDBECOLITUC01038	mdaB	mdaB	mdaB;		[COMP-AINF:W]		W	21097628 
RDBECOLITUC01039	ygiN	ygiN	ygiN;		[COMP-AINF:W]		W	 
RDBECOLITUC01040	nudF-yqiB-cpdA-yqiA-parE	nudF-yqiB-cpdA-yqiA-parE	nudF;yqiB;cpdA;yqiA;parE;		[COMP-AINF:W]		W	 
RDBECOLITUC01041	tolC-ygiBC	tolC-ygiBC	ygiC;ygiB;tolC;	tolCp4	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20545840;17426813;14523115;18673442;12399493;29128373;12670992;31271063;19502391;35648476;31964733 
RDBECOLITUC01042	sroG-ribB	sroG-ribB	sroG;ribB;	ribBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14602901 
RDBECOLITUC01043	ubiK	ubiK	ubiK;		[COMP-AINF:W]		W	 
RDBECOLITUC01044	ygiL	ygiL	ygiL;		[COMP-AINF:W]		W	 
RDBECOLITUC01045	insC5CD5D5-yqiHIG	insC5CD5D5-yqiHIG	yqiI;yqiH;yqiG;insD5;insC5;insCD5;	insC-5p	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	21398637 
RDBECOLITUC01046	yqiJK	yqiJK	yqiK;yqiJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01047	sibD	sibD	sibD;	sibDp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	18710431 
RDBECOLITUC01048	hldE	hldE	hldE;		[COMP-AINF:W]		W	 
RDBECOLITUC01049	ygiF-glnE	ygiF-glnE	ygiF;glnE;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	8412694;21272324;31964733 
RDBECOLITUC01050	folB	folB	folB;		[COMP-AINF:W]		W	 
RDBECOLITUC01051	ebgR	ebgR	ebgR;	ebgRp	[COMP-AINF:W]		W	 
RDBECOLITUC01052	ygjI	ygjI	ygjI;		[COMP-AINF:W]		W	 
RDBECOLITUC01053	ygjJK	ygjJK	ygjK;ygjJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01054	fadH	fadH	fadH;	fadHp	[COMP-AINF:W]		W	20622065 
RDBECOLITUC01055	higBA	higBA	higB;higA;	higBp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-IBA:W][COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19943910;27601326 
RDBECOLITUC01056	rlmG	rlmG	rlmG;		[COMP-AINF:W]		W	 
RDBECOLITUC01057	ygjP	ygjP	ygjP;		[COMP-AINF:W]		W	 
RDBECOLITUC01058	ygjQ	ygjQ	ygjQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01059	ygjR	ygjR	ygjR;	ygjRp	[COMP-AINF:W]		W	 
RDBECOLITUC01060	alx	alx	alx;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	19933154 
RDBECOLITUC01061	sstT	sstT	sstT;	sstTp	[COMP-AINF:W]		W	 
RDBECOLITUC01062	ygjV	ygjV	ygjV;		[COMP-AINF:W]		W	 
RDBECOLITUC01063	yqjCDEK	yqjCDEK	yqjK;yqjE;yqjD;yqjC;	yqjCp	[COMP-AINF:W]		W	 
RDBECOLITUC01064	yqjF	yqjF	yqjF;		[COMP-AINF:W]		W	 
RDBECOLITUC01065	yqjG	yqjG	yqjG;		[COMP-AINF:W]		W	 
RDBECOLITUC01066	yhaH	yhaH	yhaH;		[COMP-AINF:W]		W	 
RDBECOLITUC01067	yhaI	yhaI	yhaI;		[COMP-AINF:W]		W	 
RDBECOLITUC01068	yhaKL	yhaKL	yhaL;yhaK;		[COMP-AINF:W]		W	 
RDBECOLITUC01069	cyuPA	cyuPA	cyuP;cyuA;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][COMP-AINF:W]		S	27435271;28607157 
RDBECOLITUC01070	tdcR	tdcR	tdcR;		[COMP-AINF:W]		W	 
RDBECOLITUC01071	yhaBC	yhaBC	yhaC;yhaB;		[COMP-AINF:W]		W	 
RDBECOLITUC01072	sohA-yhaV	sohA-yhaV	yhaV;prlF;	sohAp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		S	17706670 
RDBECOLITUC01073	yraH	yraH	yraH;		[COMP-AINF:W]		W	 
RDBECOLITUC01074	yraIJK	yraIJK	yraK;yraJ;yraI;		[COMP-AINF:W]		W	 
RDBECOLITUC01075	yraQ	yraQ	yraQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01076	yraR	yraR	yraR;	yraRp	[COMP-AINF:W]		W	 
RDBECOLITUC01077	ubiT-yhbS	ubiT-yhbS	ubiT;yhbS;	ubiTp1	[COMP-AINF:W]		W	 
RDBECOLITUC01078	ubiUV	ubiUV	ubiV;ubiU;		[COMP-AINF:W]		W	 
RDBECOLITUC01079	yhbW	yhbW	yhbW;		[COMP-AINF:W]		W	21097628 
RDBECOLITUC01080	deaD	yrbN-deaD	deaD;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01081	nlpI	nlpI	nlpI;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01082	yhbX	yhbX	yhbX;		[COMP-AINF:W]		W	 
RDBECOLITUC01083	folP-glmM	folP-glmM	folP;glmM;		[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		S	8550580 
RDBECOLITUC01085	ispB	ispB	ispB;		[COMP-AINF:W]		W	 
RDBECOLITUC01086	sfsB	sfsB	sfsB;	sfsBp	[COMP-AINF:W]		W	 
RDBECOLITUC01087	murA	ibaG-murA	murA;		[COMP-AINF:W]		W	 
RDBECOLITUC01088	ibaG	ibaG-murA	ibaG;	ibaGp2	[COMP-AINF:W]		W	 
RDBECOLITUC01089	mlaFEDCB	mlaFEDCB	mlaF;mlaE;mlaD;mlaC;mlaB;	mlaFp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W	19383799 
RDBECOLITUC01090	elbB-mtgA	elbB-mtgA	elbB;mtgA;		[COMP-AINF:W]		W	 
RDBECOLITUC01091	yhcC	yhcC	yhcC;		[COMP-AINF:W]		W	 
RDBECOLITUC01092	yhcADE	yhcADE	yhcE;yhcD;yhcA;		[COMP-AINF:W]		W	 
RDBECOLITUC01093	yhcF	yhcF	yhcF;		[COMP-AINF:W]		W	 
RDBECOLITUC01094	yhcG	yhcG	yhcG;		[COMP-AINF:W]		W	 
RDBECOLITUC01095	nanR	nanR	nanR;		[COMP-AINF:W]		W	 
RDBECOLITUC01096	zapE	zapE	zapE;		[COMP-AINF:W]		W	 
RDBECOLITUC01097	yhcB	yhcB	zapG;	yhcBp	[COMP-AINF:W]		W	 
RDBECOLITUC01098	degQS	degQS	degS;degQ;	degQp1	[COMP-AINF:W]		W	17426813 
RDBECOLITUC01099	yhcN	yhcN	yhcN;		[COMP-AINF:W]		W	31992590 
RDBECOLITUC01100	yhcO	yhcO	yhcO;		[COMP-AINF:W]		W	 
RDBECOLITUC01101	aaeXAB	aaeXAB	aaeX;aaeA;aaeB;	aaeXp	[COMP-AINF:W]		W	 
RDBECOLITUC01102	tldD	tldD	tldD;		[COMP-AINF:W]		W	 
RDBECOLITUC01103	yhdP	yhdP	yhdP;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01104	csrD	csrD	csrD;		[COMP-AINF:W]		W	 
RDBECOLITUC01105	yhdJ	yhdJ	yhdJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01106	yhdU	yhdU	yhdU;		[COMP-AINF:W]		W	 
RDBECOLITUC01107	yhdV	yhdV	yhdV;		[COMP-AINF:W]		W	32571968 
RDBECOLITUC01108	trkA	trkA	trkA;	trkAp	[COMP-AINF:W]		W	 
RDBECOLITUC01109	mscL	mscL	mscL;	mscLp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	15718303 
RDBECOLITUC01110	arfA	arfA	arfA;	arfAp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	21952205;21435036 
RDBECOLITUC01111	yhdN-zntR	yhdN-zntR	yhdN;zntR;	yhdNp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608 
RDBECOLITUC01112	gspCDEFGHIJKLMO	gspCDEFGHIJKLMO	gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;	gspCp3	[COMP-AINF:W]		W	 
RDBECOLITUC01113	bfd-bfr	bfd-bfr	bfd;bfr;		[COMP-AINF:W]		W	29659799;32571968 
RDBECOLITUC01114	yheO-tusDCB	yheO-tusDCB	yheO;tusD;tusC;tusB;	yheOp1	[COMP-AINF:W]		W	 
RDBECOLITUC01115	slyD	slyD	slyD;		[COMP-AINF:W]		W	 
RDBECOLITUC01116	kefGB-yheV	kefGB-yheV	kefG;kefB;yheV;		[COMP-AINF:W]		W	 
RDBECOLITUC01117	yheSTU	yheSTU	yheU;yheT;yheS;		[COMP-AINF:W]		W	 
RDBECOLITUC01118	prkB	prkB	prkB;	prkBp	[COMP-AINF:W]		W	 
RDBECOLITUC01119	tsgA	tsgA	tsgA;	tsgAp	[COMP-AINF:W]		W	 
RDBECOLITUC01120	yhfL	yhfL	yhfL;		[COMP-AINF:W]		W	 
RDBECOLITUC01121	yhfXW-php-yhfUTS	yhfXW-php-yhfUTS	yhfX;yhfW;php;yhfU;yhfT;yhfS;		[COMP-AINF:W]		W	 
RDBECOLITUC01122	yhfZY	yhfZY	yhfZ;yhfY;		[COMP-AINF:W]		W	19969540 
RDBECOLITUC01123	hofQ	hofQ	hofQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01124	hofMNOP	hofMNOP	hofM;hofN;hofO;hofP;	hofMp	[COMP-AINF:W]		W	 
RDBECOLITUC01125	igaA	igaA	igaA;		[COMP-AINF:W]		W	 
RDBECOLITUC01126	yrfG-hslR	yrfG-hslR	hslR;yrfG;	yrfGp	[COMP-AINF:W]		W	 
RDBECOLITUC01127	hslO	yrfG-hslR	hslO;		[COMP-AINF:W]		W	 
RDBECOLITUC01128	greB	greB	greB;		[COMP-AINF:W]		W	 
RDBECOLITUC01129	yhgF	yhgF	yhgF;		[COMP-AINF:W]		W	 
RDBECOLITUC01130	rpnA	rpnA	rpnA;		[COMP-AINF:W]		W	 
RDBECOLITUC01131	yzgL	yzgL	yzgL;		[COMP-AINF:W]		W	 
RDBECOLITUC01132	asd	asd	asd;		[COMP-AINF:W]		W	 
RDBECOLITUC01133	yhhW	yhhW	yhhW;		[COMP-AINF:W]		W	 
RDBECOLITUC01134	yhhX	yhhX	yhhX;		[COMP-AINF:W]		W	 
RDBECOLITUC01135	yhhZ-yrhA-insA6AB6B6	yhhZ-yrhA-insA6AB6B6	insB6;insA6;insAB6;yrhA;yhhZ;		[COMP-AINF:W]		W	 
RDBECOLITUC01136	yrhB	yrhB	yrhB;		[COMP-AINF:W]		W	 
RDBECOLITUC01137	rsmD-yhhL	rsmD-yhhL	yhhL;rsmD;		[COMP-AINF:W]		W	 
RDBECOLITUC01138	yhhN	yhhN	yhhN;		[COMP-AINF:W]		W	 
RDBECOLITUC01139	yhhQ	yhhQ	yhhQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01140	dcrB	dcrB	dcrB;		[COMP-AINF:W]		W	 
RDBECOLITUC01141	yhhT	yhhT	yhhT;		[COMP-AINF:W]		W	 
RDBECOLITUC01142	acpT	acpT	acpT;		[COMP-AINF:W]		W	 
RDBECOLITUC01143	rhsB	rhsB	rhsB;		[COMP-AINF:W]		W	 
RDBECOLITUC01144	yhhH	yhhH	yhhH;		[COMP-AINF:W]		W	 
RDBECOLITUC01145	yrhC	yrhC	yrhC;		[COMP-AINF:W]		W	 
RDBECOLITUC01146	yhhI	yhhI	yhhI;		[COMP-AINF:W]		W	 
RDBECOLITUC01147	yhiI-rbbA-yhhJ	yhiI-rbbA-yhhJ	yhiI;rbbA;yhhJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01148	yhiJ	yhiJ	yhiJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01149	yhiL	yhiL	yhiL;	yhiLp	[COMP-AINF:W]		W	 
RDBECOLITUC01150	dtpB	dtpB	dtpB;		[COMP-AINF:W]		W	 
RDBECOLITUC01151	prlC-yhiQ	prlC-yhiQ	prlC;rsmJ;	prlCp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608 
RDBECOLITUC01152	rlmJ	rlmJ	rlmJ;	rlmJp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC01153	yhiS	yhiS	yhiS;		[COMP-AINF:W]		W	 
RDBECOLITUC01154	yhiD	hdeAB-yhiD	yhiD;		[COMP-AINF:W]		W	 
RDBECOLITUC01155	mdtEF	gadEF-mdtEF	mdtF;mdtE;	mdtEp1	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15686558;31186337;30389436 
RDBECOLITUC01156	yhjA	yhjA	ccp;	yhjAp	[COMP-AINF:W]		W	17464064 
RDBECOLITUC01157	yhjC	yhjC	rcdB;	yhjCp	[COMP-AINF:W]		W	 
RDBECOLITUC01158	yhjD	yhjD	yhjD;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01159	yhjE	yhjE	yhjE;		[COMP-AINF:W]		W	 
RDBECOLITUC01160	yhjG	yhjG	yhjG;	yhjGp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][COMP-AINF:W]		W	16862137;21398637 
RDBECOLITUC01161	pdeK	pdeK	pdeK;		[COMP-AINF:W]		W	 
RDBECOLITUC01162	bcsEFG	bcsEFG	bcsG;bcsF;bcsE;	bcsEp1	[COMP-AINF:W]		W	 
RDBECOLITUC01163	rdlD	rdlD	rdlD;	rdlDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	12123448 
RDBECOLITUC01164	yhjV	yhjV	yhjV;		[COMP-AINF:W]		W	 
RDBECOLITUC01165	eptB	eptB	eptB;	eptBp	[COMP-AINF:W]		W	23659637 
RDBECOLITUC01166	yhjY	yhjY	yhjY;		[COMP-AINF:W]		W	 
RDBECOLITUC01167	tag-yiaC	tag-yiaC	yiaC;tag;		[COMP-AINF:W]		W	 
RDBECOLITUC01168	yiaD	yiaD	yiaD;		[COMP-AINF:W]		W	 
RDBECOLITUC01169	ghrB	ghrB	ghrB;		[COMP-AINF:W]		W	 
RDBECOLITUC01170	ysaB	ysaB	ysaB;		[COMP-AINF:W]		W	 
RDBECOLITUC01171	yiaA	yiaA	yiaA;	yiaAp	[COMP-AINF:W]		W	 
RDBECOLITUC01172	yiaB	yiaB	yiaB;		[COMP-AINF:W]		W	 
RDBECOLITUC01173	avtA	avtA	avtA;	avtAp	[COMP-AINF:W]		W	20729367 
RDBECOLITUC01174	ysaA	ysaA	ysaA;		[COMP-AINF:W]		W	 
RDBECOLITUC01175	yiaWV	yiaWV	yiaW;yiaV;		[COMP-AINF:W]		W	 
RDBECOLITUC01176	yiaY	yiaY	yiaY;		[COMP-AINF:W]		W	 
RDBECOLITUC01177	yibF	yibF	yibF;	yibFp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC01178	rhsA-yibA	rhsA-yibA	yibA;rhsA;		[COMP-AINF:W]		W	 
RDBECOLITUC01179	yibJ	yibJ	yibJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01180	yibG	yibG	yibG;		[COMP-AINF:W]		W	 
RDBECOLITUC01181	yibIH	yibIH	yibI;yibH;		[COMP-AINF:W]		W	 
RDBECOLITUC01182	yibL	yibL	yibL;		[COMP-AINF:W]		W	 
RDBECOLITUC01183	trmL	trmL	trmL;		[COMP-AINF:W]		W	 
RDBECOLITUC01184	secB-gpsA	yibN-grxC-secB-gpsA	secB;gpsA;	secBp	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		S	9426138 
RDBECOLITUC01185	grxC	yibN-grxC-secB-gpsA	grxC;		[COMP-AINF:W]		W	 
RDBECOLITUC01186	yibN	yibN-grxC-secB-gpsA	yibN;		[COMP-AINF:W]		W	 
RDBECOLITUC01187	gpmM-envC-yibQ	gpmM-envC-yibQ	yibQ;envC;gpmM;	gpmMp1	[COMP-AINF:W]		W	32385082 
RDBECOLITUC01188	yibD	yibD	waaH;	yibDp1	[COMP-AINF:W]		W	 
RDBECOLITUC01189	htrL	htrL	htrL;		[COMP-AINF:W]		W	 
RDBECOLITUC01190	yicC	yicC	yicC;	yicCp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	2664418 
RDBECOLITUC01191	dinD	dinD	dinD;	dinDp	[COMP-AINF:W]		W	 
RDBECOLITUC01192	yicG	yicG	yicG;		[COMP-AINF:W]		W	 
RDBECOLITUC01193	gmk	gmk	gmk;	gmkp	[COMP-AINF:W]		W	 
RDBECOLITUC01194	xanP	xanP	xanP;		[COMP-AINF:W]		W	34903045 
RDBECOLITUC01195	yicH	yicH	yicH;	yicHp	[COMP-AINF:W]		W	 
RDBECOLITUC01196	selC	selC	selC;	selCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	1650339;3062578 
RDBECOLITUC01197	setC	setC	setC;		[COMP-AINF:W]		W	 
RDBECOLITUC01198	yicL	yicL	yicL;		[COMP-AINF:W]		W	 
RDBECOLITUC01199	nepI	nepI	nepI;	nepIp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	16040204 
RDBECOLITUC01200	yicN	yicN	yicN;		[COMP-AINF:W]		W	 
RDBECOLITUC01201	adeQ	adeQ	adeQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01202	emrD	emrD	emrD;	emrDp	[COMP-AINF:W]		W	17426813;34475859 
RDBECOLITUC01203	yidHGF	yidHGF	yidH;yidG;yidF;		[COMP-AINF:W]		W	 
RDBECOLITUC01204	yidKJ	yidKJ	yidK;yidJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01205	glvCBG-ysdC	glvCBG-ysdC	glvC;glvB;glvG;		[COMP-AINF:W]		W	 
RDBECOLITUC01206	yidE	yidE	yidE;		[COMP-AINF:W]		W	 
RDBECOLITUC01207	dgoRKADT	dgoRKADT	dgoR;dgoK;dgoA;dgoD;dgoT;	dgoRp	[COMP-AINF:W]		W	29728462 
RDBECOLITUC01208	yidA	yidA	yidA;		[COMP-AINF:W]		W	 
RDBECOLITUC01209	yidB	yidB	yidB;		[COMP-AINF:W]		W	 
RDBECOLITUC01210	mnmE	mnmE	mnmE;		[COMP-AINF:W]		W	 
RDBECOLITUC01211	mdtL	mdtL	mdtL;		[COMP-AINF:W]		W	 
RDBECOLITUC01212	yidZ	yidZ	yidZ;		[COMP-AINF:W]		W	 
RDBECOLITUC01213	yieH	yieH	yieH;		[COMP-AINF:W]		W	 
RDBECOLITUC01214	cbrB	cbrBC	cbrB;		[COMP-AINF:W]		W	 
RDBECOLITUC01215	cbrC	cbrBC	cbrC;		[COMP-AINF:W]		W	 
RDBECOLITUC01216	bglH-yieLK	bglH-yieLK	bglH;yieL;yieK;		[COMP-AINF:W]		W	 
RDBECOLITUC01217	mnmG-rsmG	asnC-mioC-mnmG	mnmG;rsmG;	mnmGp	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		S	22337945 
RDBECOLITUC01218	yihG	yihG	yihG;	yihGp			None	 
RDBECOLITUC01219	mioC	asnC-mioC-mnmG	mioC;	mioCp	[COMP-AINF:W]		W	2427203;2581696 
RDBECOLITUC01220	ravA-viaA	ravA-viaA	ravA;viaA;	ravAp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16301313;27979649 
RDBECOLITUC01221	kup	kup	kup;	kupp1	[COMP-AINF:W]		W	 
RDBECOLITUC01222	yieP-hsrA	yieP-hsrA	yieP;hsrA;		[COMP-AINF:W]		W	32571968;31639222 
RDBECOLITUC01223	ppiC	ppiC	ppiC;	ppiCp	[COMP-AINF:W]		W	 
RDBECOLITUC01224	yifN	yifN	yifN;		[COMP-AINF:W]		W	 
RDBECOLITUC01225	gpp	gpp	gpp;		[COMP-AINF:W]		W	 
RDBECOLITUC01226	rhlB	rhlB	rhlB;		[COMP-AINF:W]		W	34475859 
RDBECOLITUC01227	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	rffM;wzyE;wecF;wzxE;wecE;rffC;rffH;rffG;wecC;wecB;wzzE;rfe;	rfep	[COMP-AINF:W]		W	 
RDBECOLITUC01228	yifK	yifK	thrP;		[COMP-AINF:W]		W	 
RDBECOLITUC01229	yzcX	yzcX	yzcX;		[COMP-AINF:W]		W	 
RDBECOLITUC01230	yifL-dapF-yigA-xerC-yigB	yifL-dapF-yigA-xerC-yigB	yigB;xerC;yigA;dapF;lptM;	yifLp	[COMP-AINF:W]		W	 
RDBECOLITUC01231	yigGF	yigGF	yigG;yigF;		[COMP-AINF:W]		W	 
RDBECOLITUC01232	rarD	rarD	rarD;		[COMP-AINF:W]		W	 
RDBECOLITUC01233	yigI	yigI	yigI;	yigIp	[COMP-AINF:W]		W	 
